Video name,Unique ID,GuidId,Notification,Exercise Name,Age Suitability,Goal,Primary Category,Body Region,Equipments,Fitness Level,Physical limitation,Sets,Reps,RPE,Rest intervals,Health benefit,Steps to perform,Safety cue,MET value,is_not_suitable_for,Tags,,,
,,,,Face Pull,All Ages,Weight Maintenance,Strength,Upper,Resistance Band,Intermediate,Poor posture (rounded shoulders / forward head),3,12–15,6–8,45-60 sec,Promotes scapular stability and balances posterior shoulder muscles for improved posture,"1. Anchor the band at eye level and grab the ends with both hands.
2. Step back to create tension and stand with feet hip-width apart.
3. Pull the band toward your face, flaring your elbows and squeezing your shoulder blades.
4. Slowly extend your arms to return to the start while keeping a tall posture.",Pull elbows high with scapular retraction and control the return,3.2,None,Main workout,,,
,,,,Bicep Curl,60+,Weight Gain,Strength,Upper,Resistance Band,Intermediate,Elbow pain,3,8–12,7–9,60-90 sec,Increases elbow flexor strength and functional pulling capacity,"1. Stand on the center of the band with feet shoulder-width apart and hold the ends with palms facing up.
2. Keep your elbows close to your sides and brace your core.
3. Curl your hands toward your shoulders by bending the elbows and contracting the biceps.
4. Lower your hands slowly back to the starting position under control.",Keep elbows tucked by sides and lower slowly under control,2.8,None,Main workout,,,
,,,,Tricep Pressdown,All Ages,Weight Gain,Strength,Upper,Resistance Band,Intermediate,Elbow pain,3,8–12,7–9,60-90 sec,Builds triceps strength and supports elbow extension during pushing tasks,"1. Secure the band overhead and grasp the ends with palms facing down.
2. Step back to create tension and position your elbows tight to your sides.
3. Press your hands downward by extending your forearms until your arms are straight.
4. Return your hands slowly to the starting position with control.",Keep elbows close to ribs and lower with slow controlled motion,3,None,Main workout,,,
,,,,Standing Chest Press,60+,Weight Maintenance,Strength,Upper,Resistance Band,Intermediate,Shoulder pain (general),3,8–12,7–9,60-90 sec,Develops horizontal pressing strength and improves functional pushing mechanics,"1. Anchor the resistance band at chest height behind you and grab the handles with palms facing down.
2. Step forward to create tension and stand tall with feet hip-width apart.
3. Press both hands forward until your arms are fully extended.
4. Return your hands to chest level slowly and with control.",Stand tall retract shoulder blades and press with steady controlled tempo,3.5,None,Main workout,,,
,,,,Lateral Raise,60+,Weight Maintenance,Strength,Upper,Resistance Band,Intermediate,Rotator cuff weakness / instability,3,12–15,7–9,45-60 sec,Targets lateral deltoids to enhance shoulder width and abduction control,"1. Stand on the middle of the resistance band with feet hip-width and hold the handles at your sides.
2. Keep a slight bend in your elbows and brace your core.
3. Lift both arms out to the sides to shoulder height with control.
4. Lower your arms back to your sides slowly.",Lead with elbows slightly bent and lift with slow controlled motion,2.8,None,Main workout,,,
,,,,Single-Arm Row,40-59,Weight Loss,Strength,Upper,Resistance Band,Intermediate,Reduced core stability,3,8–12,7–9,60-90 sec,Improves unilateral back strength and corrects strength imbalances,"1. Place the band under your front foot or anchor it low and hold the handle with one hand.
2. Hinge at the hips with a flat back and extend your arm toward the anchor.
3. Pull the handle toward your hip while squeezing your shoulder blade.
4. Extend your arm back to the starting position with control.",Hinge at hips keep spine neutral and pull with scapular retraction,3.5,None,Main workout,,,
,,,,Band Pull-Apart,60+,Weight Maintenance,Strength,Upper,Resistance Band,Intermediate,Thoracic stiffness (upper-back rigidity),3,15–20,5–7,30-60 sec,Strengthens upper back and rear delts to counteract rounded shoulders,"1. Stand tall and hold the resistance band with both hands at shoulder width in front of you, arms straight.
2. Pull the band apart by moving your hands outward until your arms reach shoulder level.
3. Squeeze your shoulder blades together and pause for one second.
4. Slowly return your hands to the starting position under control.",Stand tall squeeze shoulder blades together and move through slow controlled range,2.6,None,Main workout,,,
,,,,Banded Squat,All Ages,Weight Gain,Strength,Lower,Resistance Band,Intermediate,Knee pain (general / chronic),3,8–12,7–9,90–120 sec,Targets quadriceps and glutes while promoting lower body strength and movement control,"1. Stand on the resistance band with feet shoulder-width apart and hold the ends at shoulder height across your upper back.
2. Push your hips back and bend your knees to lower into a squat until your thighs are parallel to the floor.
3. Keep your chest up and knees tracking over your toes while maintaining tension in the band.
4. Drive through your heels and extend your hips to return to the starting position.",Keep chest lifted and knees tracking over toes descend with control,3.8,None,Main workout,,,
,,,,Stiff-Leg Deadlift,40-59,Weight Gain,Strength,Lower,Resistance Band,Intermediate,Lower back pain (non-specific),3,8–12,7–9,90–120 sec,Strengthens hamstrings and posterior chain while improving hip hinge mechanics,"1. Stand on the resistance band with feet hip-width apart and hold the ends in front of your thighs.
2. Hinge at the hips with a slight bend in the knees and keep your back flat as you lower the band toward your shins.
3. Feel the stretch in your hamstrings while maintaining tension in the band and a neutral spine.
4. Drive your hips forward, squeeze your glutes, and return to standing.",Hinge from hips with a neutral spine keep soft knees,3.6,"Hypertension, Osteoporosis, Chronic Low Back Pain",Main workout,,,
,,,,Glute Bridge,60+,Weight Maintenance,Strength,Lower,Resistance Band,Intermediate,Reduced core stability,3,10–15,6–8,60–90 sec,Activates glute muscles to improve hip extension strength and pelvic stability,"1. Lie on your back with knees bent, feet flat, and loop a resistance band just above your knees.
2. Press feet into the floor, squeeze glutes, and lift hips until your body forms a straight line from shoulders to knees.
3. Keep tension on the band by pushing knees slightly outward and hold briefly at the top.
4. Lower hips slowly back to the floor with control.",Squeeze glutes and press hips up while keeping ribs tucked,3,None,Main workout,,,
,,,,Lateral Lunge,40-59,Weight Loss,Strength,Lower,Resistance Band,Intermediate,Limited single-leg balance,3,8–12,7–8,60–90 sec,Develops lateral leg strength and hip mobility for improved side to side control,"1. Stand with feet hip-width, place a band around your thighs just above the knees, and step one foot wide to the side.
2. Push hips back and bend the stepping knee into a lateral lunge while keeping the other leg straight and chest upright.
3. Drive through the heel of the bent leg to return to standing while maintaining band tension by pressing knees outward.
4. Reset feet hip-width and repeat on the other side.",Push hips back and keep trailing knee aligned over ankle,4.3,None,Main workout,,,
,,,,Prone Hamstring Curl,All Ages,Weight Gain,Strength,Lower,Resistance Band,Intermediate,Knee pain (general / chronic),3,10–15,6–8,45–60 sec,Builds hamstring strength and knee flexion control for functional lower limb performance,"1. Lie face down with a resistance band looped around your ankles and anchored at your feet or held lightly by your hands.
2. Bend one knee and curl your heel toward your glutes against the band's resistance while keeping hips pressed into the mat.
3. Lower the leg back down with control and repeat, then perform the same pattern with the other leg.",Keep hips pressed into bench and curl with slow controlled motion,3.1,None,Main workout,,,
,,,,Monster Walk,All Ages,Weight Loss,Strength,Lower,Resistance Band,Intermediate,Hip stiffness / limited hip mobility,3,12–20,5–7,30–60 sec,Enhances lateral hip stability and glute endurance for better movement alignment,"1. Place a loop band around your lower thighs just above the knees.
2. Bend your knees slightly into a half-squat and brace your core.
3. Take a wide step to the side, keeping constant tension on the band.
4. Continue stepping laterally while maintaining hips level and tension in the band.",Keep knees aligned with toes and step slowly with control,3,None,Main workout,,,
,,,,Donkey Kick,40-59,Weight Gain,Strength,Lower,Resistance Band,Intermediate,Lower back pain (non-specific),3,10–15,5–7,30–60 sec,Isolates glute muscles to improve hip extension power and posterior activation,"1. Place a loop band around the foot to be worked and come onto hands and knees.
2. Keep the working knee bent at about 90° and your core engaged.
3. Drive the heel up and back toward the ceiling, extending the hip against the band's resistance.
4. Lower the knee with control and repeat, then switch sides.",Maintain a neutral spine and exhale as you press the heel up,2.4,None,Main workout,,,
,,,,Clamshells,60+,Weight Maintenance,Strength,Lower,Resistance Band,Intermediate,Hip stiffness / limited hip mobility,3,12–15,4–6,30–60 sec,Targets hip external rotators to strengthen hips and support pelvic control,"1. Loop a band just above both knees and lie on your side with hips stacked.
2. Bend both knees to about 90° and keep your feet together.
3. Lift the top knee upward by rotating the hip while keeping the feet touching and the band taut.
4. Lower the knee slowly with control and repeat, then switch sides.",Keep hips stacked and core braced while opening slowly,2.1,None,Main workout,,,
,,,,Seated Leg Extension,60+,Weight Gain,Strength,Lower,Resistance Band,Intermediate,Knee injury (ACL / meniscus / post-surgery),3,10–12,6–8,45–60 sec,Emphasizes quadriceps activation to enhance knee extension strength and muscle endurance,"1. Sit tall on a chair and loop the band around one ankle, anchoring the other end under the chair leg.
2. Grasp the chair sides and keep the opposite foot flat on the floor.
3. Extend the banded leg forward until the knee is nearly straight.
4. Lower the leg back slowly with control.",Sit tall with back supported and extend the leg slowly with control,2.3,None,Main workout,,,
,,,,Standing Hip Abduction,60+,Weight Maintenance,Strength,Lower,Resistance Band,Intermediate,Limited single-leg balance,3,12–15,5–7,30–60 sec,Trains hip abductors to improve lateral stability and balance during single leg tasks,"1. Stand tall and loop a band around both ankles with feet hip-width apart.
2. Shift weight onto the standing leg and engage your core.
3. Lift the other leg straight out to the side against the band's resistance.
4. Return the leg slowly to the starting position with control.",Stand tall keep hips level and lift slowly without leaning,2.7,None,Main workout,,,
,,,,Pallof Press,All Ages,Weight Maintenance,Strength,Core,Resistance Band,Intermediate,Reduced core stability,3,8–12,5–7,30–60 sec,Enhances anti-rotation core stability and torso control,"1. Anchor the band at chest height and stand perpendicular to the anchor, holding the band with both hands at your chest.
2. Step away to create tension and plant your feet shoulder-width apart.
3. Press your hands straight out in front of your chest, resisting rotation from the band.
4. Pull your hands back to your chest with control.",Brace your core and press slowly to resist rotation,3,None,Main workout,,,
,,,,Woodchopper (High to Low),40-59,Weight Loss,Strength,Core,Resistance Band,Intermediate,Thoracic stiffness (upper-back rigidity),3,8–12,6–8,45–60 sec,Develops rotational power and oblique engagement,"1. Anchor the band high and stand sideways to the anchor with feet shoulder-width apart.
2. Grasp the band with both hands overhead and straighten your arms.
3. Rotate your torso and pull the band down and across your body toward the opposite hip.
4. Control the return to the start position and repeat.",Rotate from the ribs keeping hips steady and control band descent,3.8,"Osteoporosis, Chronic Low Back Pain",Main workout,,,
,,,,Plank with Band Row,40-59,Weight Loss,Strength,Core,Resistance Band,Intermediate,Reduced core stability,3,8–12,6–8,45–60 sec,Builds core endurance while promoting upper back strength,"1. Loop the band under your left foot and hold the other end in your right hand.
2. Get into a high plank with hands under shoulders and legs straight.
3. Pull your right elbow back to row the band toward your ribcage while keeping hips square.
4. Extend the arm back to plank and repeat, then switch sides.",Maintain a neutral spine and exhale as you pull the band,2.8,"Hypertension, Coronary Artery Disease",Main workout,,,
,,,,Resisted Crunch,All Ages,Weight Gain,Strength,Core,Resistance Band,Intermediate,Lower back pain (non-specific),3,12–15,5–7,30–60 sec,Increases abdominal muscle activation and trunk flexion control,"1. Anchor the band under your feet and lie on your back with knees bent and feet flat.
2. Hold the band ends at chest level and brace your core.
3. Exhale and crunch up, pulling the band toward your knees.",Curl ribs toward hips and control descent with steady breathing,2.1,"Osteoporosis, Chronic Low Back Pain",Main workout,,,
,,,,Standing Side Bend,60+,Weight Maintenance,Strength,Core,Resistance Band,Intermediate,Lumbar stiffness / restricted spinal mobility,2,12–15,5–7,30–60 sec,Strengthens lateral core muscles and improves side bending control,"1. Stand on the middle of a loop band with feet shoulder-width and hold one handle overhead.
2. Place the opposite hand on your hip and keep your torso tall.
3. Bend your torso toward the opposite side, sliding the overhead hand down the thigh against the band's resistance.
4. Return slowly to upright under control.",Keep hips stacked and bend from the ribs not the lower back,2.4,None,Main workout,,,
,,,,Resisted Mountain Climber,40-59,Weight Loss,Strength,Core,Resistance Band,Intermediate,Reduced core stability,3,20–30,7–9,30–45 sec,Enhances core stability while challenging hip flexor and shoulder endurance,"1. Loop a band around both feet and get into a high plank with hands under shoulders.
2. Pull one knee toward your chest against the band's resistance while keeping hips stable.
3. Quickly switch legs by returning the first leg and driving the opposite knee forward.
4. Continue alternating at a controlled, steady pace.",Keep a neutral spine and brace your core during controlled alternating knee drives,6.5,None,Main workout,,,
,,,,Dead Bug,60+,Weight Maintenance,Strength,Core,Resistance Band,Intermediate,Reduced core stability,3,8–12,4–6,30–60 sec,Promotes coordinated core activation and improved contralateral limb control,"1. Lie on your back and loop a resistance band around the soles of both feet while holding the band ends overhead with straight arms.
2. Raise knees to tabletop and press your lower back into the floor.
3. Extend one leg straight toward the floor while lowering the opposite arm toward the mat against the band's tension.
4. Return to tabletop and repeat on the other side in a slow, controlled motion.",Keep low back pressed to floor while moving limbs slowly and breathing steadily,2.3,Sleep Apnea,Main workout,,,
,,,,Banded Bicycle Crunch,40-59,Weight Loss,Strength,Core,Resistance Band,Intermediate,Reduced core stability,3,12–20,6–8,30–60 sec,Combines rotational core engagement with increased abdominal resistance,"1. Lie on your back with knees bent and loop the band around the soles of both feet while holding the band ends near your hands.
2. Lift your head and shoulders and extend one leg while drawing the opposite knee toward your chest.
3. Rotate your torso and bring the opposite elbow toward the bent knee against the band's resistance.
4. Alternate sides in a controlled bicycle motion while keeping the core engaged.",Lift shoulder blades rotate from ribs not neck and control band tension,2.8,"Osteoporosis, Chronic Low Back Pain",Main workout,,,
,,,,Standing Core Twist,60+,Weight Maintenance,Strength,Core,Resistance Band,Intermediate,Thoracic stiffness (upper-back rigidity),3,10–15,6–8,30–60 sec,Improves trunk rotation strength and dynamic core stability,"1. Anchor the band at chest height and stand side-on holding the band with both hands extended.
2. Tighten your core and rotate your torso away from the anchor in a controlled motion.
3. Return slowly to the starting position and repeat for the other side.",Stand tall with soft knees rotate through thoracic spine and exhale on each twist,3.5,None,Main workout,,,
,,,,Thruster (Squat to Press),40-59,Weight Loss,Strength,Full,Resistance Band,Intermediate,Limited overhead reach,3,8–12,7–9,60–90 sec,Develops full body power by linking lower body drive to upper body press,"1. Stand on the band with feet shoulder-width and hold the ends at shoulder height with palms facing inward.
2. Sit back into a deep squat while keeping chest up and band tension underfoot.
3. Drive through your heels to stand and press the band overhead until arms are fully extended.
4. Lower the band back to shoulder height with control and repeat.",Keep chest up sit hips back drive through heels and exhale on press,6,"Obesity / Overweight, Osteoarthritis",Main workout,,,
,,,,Squat to Upright Row,All Ages,Weight Loss,Strength,Full,Resistance Band,Intermediate,Knee pain (general / chronic),3,8–12,7–8,60–90 sec,Builds lower body strength while enhancing upper back and shoulder activation,"1. Stand on the band with feet shoulder-width and hold handles with palms facing your body.
2. Sit back into a squat with chest up and knees tracking over toes.
3. Drive through heels to stand and pull the handles up to chest height with elbows leading.
4. Lower the handles under control and repeat.",Keep chest lifted and knees tracking over toes as you control the pull,5,Osteoarthritis,Main workout,,,
,,,,Lunge to Bicep Curl,All Ages,Weight Loss,Strength,Full,Resistance Band,Intermediate,Limited single-leg balance,3,8–12,6–8,45–60 sec,Develops unilateral leg strength while increasing biceps strength,"1. Stand with the band under your front foot and hold handles with palms facing forward.
2. Step the back foot behind into a lunge and lower until both knees are about 90 degrees.
3. Push through the front heel to rise and perform a biceps curl by bending the elbows.
4. Lower the hands, reset the lunge, and repeat, then switch legs.",Maintain upright torso and front knee over ankle while controlling the curl,4.8,Osteoarthritis,Main workout,,,
,,,,Bear Crawl,40-59,Weight Loss,Strength,Full,Resistance Band,Intermediate,Reduced core stability,3,20–30,7–9,30–60 sec,Enhances core stability coordination and shoulder endurance,"1. Loop the resistance band around both ankles and come to hands-and-knees with hips lifted and knees slightly off the floor.
2. Move your right hand and left foot forward a short distance while keeping hips low and core engaged.
3. Alternate opposite hand and foot in short, controlled steps while maintaining tension in the band.","Keep a neutral spine and tight core, move slowly with controlled shoulder blades",6,None,Main workout,,,
,,,,Sumo Deadlift,40-59,Weight Gain,Strength,Full,Resistance Band,Intermediate,Hip stiffness / limited hip mobility,3,6–8,7–9,90–120 sec,Strengthens posterior chain and improves hip mobility,"1. Place the band under your feet in a wide sumo stance and hold the band with both hands between your legs.
2. Hinge at the hips, push your knees out, and keep your chest upright.
3. Drive through your heels and extend hips and knees to stand, pulling the band upward.
4. Hinge at the hips and bend the knees to lower back to the start with control.",Hinge from the hips with a neutral spine and knees tracking over toes,4.25,"Hypertension, Coronary Artery Disease",Main workout,,,
,,,,Good Morning,60+,Weight Maintenance,Strength,Full,Resistance Band,Intermediate,Lower back pain (non-specific),3,8–12,7–8,60–90 sec,Targets lower back and hamstring strength while promoting hip hinge mechanics,"1. Place the band under your feet shoulder-width apart and drape it across your upper back, holding the ends at your sides.
2. Soften your knees and hinge at the hips with a neutral spine and chest slightly forward.
3. Lower your torso until parallel to the floor or you feel a hamstring stretch.
4. Drive your hips forward to return to standing and keep tension on the band.","Push hips back, keep a neutral spine and braced core throughout the movement",3.4,"Osteoporosis, Chronic Low Back Pain",Main workout,,,
,,,,Deadlift to Shrug,All Ages,Weight Gain,Strength,Full,Resistance Band,Intermediate,Lower back pain (non-specific),3,6–8,7–9,90–120 sec,Builds total body pulling strength and enhances upper trap activation,"1. Stand on the band with feet hip-width and hold the band with straight arms in front of your thighs.
2. Hinge at the hips and lower until your hands reach just below the knees.
3. Drive through the heels and stand tall, then immediately shrug your shoulders toward your ears.
4. Lower your shoulders and hinge at the hips to return to the starting position.",Hinge at hips keeping a neutral spine and control the shrug instead of jerking,4.5,"Hypertension, Coronary Artery Disease",Main workout,,,
,,,,Reverse Lunge with Twist,All Ages,Weight Maintenance,Strength,Full,Resistance Band,Intermediate,Limited single-leg balance,3,8–12,6–8,45–60 sec,Improves single leg stability while adding rotational core engagement,"1. Stand with the band under your front foot and hold both ends at chest level.
2. Step your back foot straight behind you into a reverse lunge and keep the band taut.
3. Rotate your torso toward the front leg while keeping your hands together at chest height.
4. Push through the front heel to return to standing and reset the band before repeating.",Step back with chest lifted rotate from thoracic spine keep hips square,3.6,None,Main workout,,,
,,,,Static Lunge to Lat Raise,60+,Weight Maintenance,Strength,Full,Resistance Band,Intermediate,Limited single-leg balance,3,8–12,6–8,60–90 sec,Combines lower body stability with shoulder abduction strength development,"1. Place the band under your front foot and hold the ends at your sides with palms facing inward.
2. Lower into a static lunge with your torso upright and knees bent at about 90 degrees.
3. Lift your arms out to the sides to shoulder height against the band's resistance.
4. Lower the arms with control while maintaining the lunge position.",Maintain upright torso brace core and raise bands with controlled shoulder movement,4,None,Main workout,,,
,,,,Shadow Boxing,All Ages,Weight Loss,Cardio,Upper,Resistance Band,Intermediate,Rotator cuff weakness / instability,3,45–60,5–7,30–60 sec,Increases upper body endurance coordination and quickness,"1. Grab the band ends and hold it taut behind your shoulders or anchor it behind you at chest height.
2. Stand in an athletic stance with knees soft and core engaged.
3. Punch forward alternately with quick, controlled motions against the band's resistance.",Keep soft bend in knees breathe steadily and retract shoulder blades on punches,6,None,Warm up/Main workout,,,
,,,,Speed Chest Press,40-59,Weight Loss,Cardio,Upper,Resistance Band,Intermediate,Rotator cuff weakness / instability,3,6–8,5–7,60–90 sec,Enhances upper body power and neuromuscular rate of force development,"1. Anchor the band behind you at chest height and take a staggered stance.
2. Hold the handles at chest level with elbows bent and core braced.
3. Press the handles forward explosively until your arms are nearly extended.
4. Return under control to the start and repeat quickly for speed.",Anchor scapulae press explosively but control band recoil and exhale on effort,5,"Hypertension, Coronary Artery Disease, Hyperthyroidism",Warm up/Main workout,,,
,,,,Banded Battle Waves,40-59,Weight Loss,Cardio,Upper,Resistance Band,Intermediate,Reduced core stability,3,30-45,7–9,60-90 sec,Enhances upper body muscular endurance and shoulder stabilization,"1. Stand on the middle of the band with feet hip-width and hold the ends in each hand.
2. Hinge slightly at the hips, bend the knees, and keep a tall chest.
3. Alternate whipping each arm up and down rapidly to create waves.
4. Maintain a quick rhythm and control the band between reps.",Brace your core and keep a neutral spine,5,None,Warm up/Main workout,,,
,,,,Speed Bent Over Row,All Ages,Weight Gain,Cardio,Upper,Resistance Band,Intermediate,Lower back pain (non-specific),3,12-Aug,7–9,60-90 sec,Builds back strength and improves scapular control,"1. Stand on the band with feet shoulder-width and hinge forward from the hips.
2. Grab the band ends with palms facing each other and maintain a flat back.
3. Pull the handles toward your hips quickly, driving the elbows back.
4. Lower under control and repeat at a fast tempo.",Hinge at the hips with a flat back and drive elbows back,4.5,"Osteoporosis, Chronic Low Back Pain",Warm up/Main workout,,,
,,,,Overhead Tricep Pulse,60+,Weight Maintenance,Cardio,Upper,Resistance Band,Intermediate,Limited overhead reach,3,20-Dec,6–8,45-60 sec,Increases triceps endurance and elbow joint coordination,"1. Stand with feet hip-width apart and step on the middle of the resistance band.
2. Grip the band ends and raise your arms overhead with elbows bent behind your head.
3. Press your hands up a few inches to slightly straighten the elbows.
4. Pulse small up-and-down movements from the elbows while keeping your torso steady.",Keep ribs down and pelvis neutral to avoid lumbar extension,3,Hypertension,Warm up/Main workout,,,
,,,,Rapid Bicep Curl,60+,Weight Maintenance,Cardio,Upper,Resistance Band,Intermediate,Elbow pain,3,12-Aug,6–8,45-60 sec,Develops biceps power and improves forearm muscle activation,"1. Stand on the resistance band with feet hip-width apart and hold ends palms facing forward.
2. Keep elbows close to your sides and curl both hands quickly toward your shoulders.
3. Lower the hands under control and repeat at a brisk pace.",Anchor elbows beside ribs and lower slowly with control,3.5,None,Warm up/Main workout,,,
,,,,Alternating Front Punch,60+,Weight Maintenance,Cardio,Upper,Resistance Band,Intermediate,Limited single-leg balance,3,20-30,6–8,30-60 sec,Enhances shoulder endurance and upper body rotational control,"1. Anchor the resistance band behind you at chest height.
2. Hold one end in each hand and step into a staggered stance.
3. Punch one arm forward fully while keeping the other hand near your chin.
4. Retract the punched arm and repeat with the other arm in an alternating rhythm.",Maintain upright posture and rotate through torso keeping shoulders relaxed,4,None,Warm up/Main workout,,,
,,,,Power Face Pull,All Ages,Weight Gain,Cardio,Upper,Resistance Band,Intermediate,Rotator cuff weakness / instability,3,8–12,7–9,60-90 sec,Strengthens rear deltoids and promotes scapular stability,"1. Anchor the Resistance band at about eye level and grab the ends with a neutral grip.
2. Step back to create tension and stand tall with knees slightly bent.
3. Pull the band toward your face, flaring your elbows wide and squeezing the shoulder blades.
4. Slowly extend the arms to the start position under control.",Retract shoulder blades and lead with elbows keeping neck long and neutral,3.5,Sarcopenia,Warm up/Main workout,,,
,,,,Vertical Pull-Apart,40-59,Weight Gain,Cardio,Upper,Resistance Band,Intermediate,Limited overhead reach,3,12–20,6–8,45-60 sec,Improves posture by activating posterior shoulder and upper back muscles,"1. Hold the Resistance band overhead with a wide grip and arms straight.
2. Pull your hands apart and lower the band down the sides until it reaches shoulder height.
3. Reverse the motion to return the band overhead under control.",Keep chest tall and squeeze shoulder blades without shrugging,2.8,None,Warm up/Main workout,,,
,,,,Seated Speed Row,60+,Weight Maintenance,Cardio,Upper,Resistance Band,Intermediate,Lower back pain (non-specific),3,6–8,6–8,45-60 sec,Increases upper back endurance and improves rowing mechanics,"1. Sit tall and loop the Resistance band around the soles of your feet, holding the ends in both hands.
2. Keep your core engaged and arms extended with a slight bend in the elbows.
3. Rapidly drive your elbows back, pulling the band to your lower ribs while squeezing the shoulder blades.
4. Return to the starting position with control and prepare for the next rep.",Drive scapular retraction and control the return with a neutral spine,4,None,Warm up/Main workout,,,
,,,,Banded Jump Squat,40-59,Weight Gain,Cardio,Lower,Resistance Band,Intermediate,Knee pain (general / chronic),3,5–8,7–9,90-120 sec,Develops lower body power and enhances explosive leg strength,"1. Place a looped resistance band under both feet and hold the ends at shoulder level.
2. Drop into a squat by pushing hips back and bending knees until thighs are near parallel.
3. Explosively extend hips and knees and jump upward while keeping the band taut.
4. Land softly back into the squat position and immediately prepare for the next jump.",Land softly with knees tracking toes and chest upright,5.5,"Obesity / Overweight, Osteoarthritis, Osteoporosis",Warm up/Main workout,,,
,,,,Lateral Shuffle,All Ages,Weight Loss,Cardio,Lower,Resistance Band,Intermediate,Ankle instability / recurrent sprains,3,20,6–8,30-60 sec,Improves lateral agility and hip abductors endurance,"1. Loop a mini resistance band around both ankles and stand with feet shoulder-width and knees slightly bent.
2. Push one foot laterally while stepping the other foot to maintain band tension and a low athletic stance.
3. Shuffle quickly with small steps in one direction while keeping constant band tension.
4. Reverse direction and continue the same quick, controlled shuffles.",Maintain low hips chest forward quick light steps on the balls of feet,5.1,None,Warm up/Main workout,,,
,,,,Fast Feet In-Out,40-59,Weight Loss,Cardio,Lower,Resistance Band,Intermediate,Ankle instability / recurrent sprains,3,20–30,6–8,30–60 sec,Enhances ankle stability and foot quickness for improved agility,"1. Place a looped resistance band around both ankles and stand with feet together and knees slightly bent.
2. Quickly jump both feet outward then immediately jump them back together while keeping the band taut.
3. Keep a rapid rhythm and short ground contact time for continuous in-out repetitions.",Keep chest proud and core braced while moving feet quickly and with control,4.3,None,Warm up/Main workout,,,
,,,,Glute Bridge March,60+,Weight Maintenance,Cardio,Lower,Resistance Band,Intermediate,Reduced core stability,3,10–15,6–8,45–60 sec,Builds glute and core strength while improving hip stability,"1. Lie on your back with feet flat, knees hip-width, and loop the band just above your knees.
2. Press your knees outward against the band and drive your hips up into a bridge.
3. Lift one knee toward your chest while keeping your hips elevated and band tension engaged.
4. Lower that foot back and repeat on the other side with controlled, steady movements.",Drive through heels and keep hips level throughout each controlled march,3,None,Warm up/Main workout,,,
,,,,Seated Leg Extension (Tempo),60+,Weight Maintenance,Cardio,Lower,Resistance Band,Intermediate,Knee pain (general / chronic),3,10–15,7–9,60–90 sec,Develops quadriceps strength and knee joint control,"1. Sit upright on a chair and anchor the band under your foot, looped around your ankle.
2. Extend the knee forward over two seconds until the leg is straight.
3. Hold the straight position for one second.
4. Return the leg to the start over two seconds and repeat.","Sit tall, engage quads, extend slowly and avoid locking the knee",2.8,None,Warm up/Main workout,,,
,,,,Standing Hip Abduction (Tempo),60+,Weight Maintenance,Cardio,Lower,Resistance Band,Intermediate,Limited single-leg balance,3,12–15,7–8,45–60 sec,Strengthens hip abductors and enhances lateral stability during movement,"1. Stand tall with the band around both ankles and shift weight onto the support leg.
2. Lift the other leg out to the side over two seconds while keeping your torso still.
3. Hold the abduction at the top for one second with hips level.
4. Return the leg slowly to the start over two seconds and repeat.","Stand tall, keep hips square, lift leg slowly with controlled motion",2.7,None,Warm up/Main workout,,,
,,,,Skater Hops,40-59,Weight Loss,Cardio,Lower,Resistance Band,Intermediate,Knee injury (ACL / meniscus / post-surgery),3,8–12,7–9,60–90 sec,"Improves lateral power, balance, and dynamic coordination","1. Place a looped resistance band around your ankles for Skater Hops.
2. Drop into a shallow squat with weight on your standing leg.
3. Hop laterally to the right and land softly on the right foot while the band resists.
4. Push off immediately to hop left and continue alternating quickly.",Land softly with knees slightly bent and chest upright to control lateral force,5.5,"Obesity / Overweight, Osteoarthritis, Osteoporosis, Hypothyroidism",Warm up/Main workout,,,
,,,,Resistance Band Broad Jump,40-59,Weight Gain,Cardio,Lower,Resistance Band,Intermediate,Knee injury (ACL / meniscus / post-surgery),3,4–6,7–9,90–120 sec,Develops lower-body explosive power and hip extension strength,"1. Loop a long resistance band around your hips and anchor the other end behind you for Resistance Band Broad Jump.
2. Stand with feet shoulder-width, bend knees, and load your hips.
3. Swing your arms and explode forward, driving your hips into the band during the jump.
4. Land softly with knees bent and reset the band tension before the next rep.",Land softly with knees tracking toes and chest lifted,6.5,"Obesity / Overweight, Osteoarthritis, Osteoporosis, Hypothyroidism",Warm up/Main workout,,,
,,,,Monster Walk (Fast Paced),All Ages,Weight Loss,Cardio,Lower,Resistance Band,Intermediate,Hip stiffness / limited hip mobility,3,20–30,6–8,30–60 sec,Activates glutes and improves lateral hip stability during movement,"1. Place a mini loop band just above your knees for Monster Walk (Fast Paced).
2. Bend your knees slightly and hinge forward into an athletic stance.
3. Take quick wide steps forward and outward while keeping constant tension on the band.
4. Continue alternating fast paced steps for the desired distance or time.",Keep knees slightly bent and step controlled with hips level,4.7,None,Warm up/Main workout,,,
,,,,Power Step-Up,All Ages,Weight Gain,Cardio,Lower,Resistance Band,Intermediate,Knee pain (general / chronic),3,8–12,7–9,60–90 sec,Builds single-leg strength and functional power for everyday movements,"1. Stand facing a step with one foot on the step and the resistance band looped under that front foot.
2. Hold the band ends at your hips and brace your core.
3. Drive through the front foot and explode upward until the rear foot clears the floor.
4. Slowly lower the rear foot back to the floor and reset.",Drive through the heel with torso upright and knee tracking over toes,6,None,Warm up/Main workout,,,
