Video name,Unique ID,GuidId,Video Link,Notification,Exercise Name,Age Suitability,Goal,Primary Category,Body Region,Equipments,Fitness Level,Physical limitation,Sets,Reps,RPE,Rest intervals,Health benefit,Steps to perform,Safety cue,MET value,is_not_suitable_for (Medical conditions),Tags
Goblet Squat,10094,220d083a-2812-f111-90e2-0ee5bce07997,https://nouriqaicontent.blob.core.windows.net/exercise-videos/Goblet_Squat/Goblet_Squat.mp4?se=2036-02-23T08%3A59%3A01Z&sp=r&sv=2026-02-06&sr=b&sig=CqbpNiLAd92hMLefrxy3C1ET3RDFcBKMqNTvbzyTNTI%3D,Goblet Squat: Improve squat depth with front-loaded support—tap to begin.,Goblet Squat,All Ages,All,Strength,Lower,Bodyweight,Intermediate,"Acute Knee Pain / Knee Injury, Acute Low Back Pain, Hip Pain (moderate–severe)",3,8-12,6-8,60-90 sec,Builds full lower-body strength and core engagement.,"1. Hold a dumbbell vertically at chest level with feet shoulder-width apart.
2. Lower into a squat by bending hips and knees while keeping chest upright.
3. Push through heels to return to standing.",Sit back into heels and keep spine neutral.,5.5,Recent Knee or Hip Surgery,Main workout
Dumbbell Rear Delt Fly seated,10095,59740041-2812-f111-90e2-0ee5bce07997,https://nouriqaicontent.blob.core.windows.net/exercise-videos/Dumbbell_Rear_Delt_Fly_seated/Dumbbell_Rear_Delt_Fly_seated.mp4?se=2036-02-23T08%3A59%3A12Z&sp=r&sv=2026-02-06&sr=b&sig=aigC//AqhWJDleGdAVUxY7Q6PK%2BDZLXVFtpOrEbUNzs%3D,Dumbbell Rear Delt Fly Seated: Target rear delts for balanced shoulder strength—tap to begin.,Dumbbell Rear Delt Fly seated,All Ages,All,Strength,Upper,Dumbbell,Intermediate,"Acute Shoulder Impingement, Acute Rotator Cuff Tear, Acute Low Back Pain",2,10-15,6-7,45–75 sec,Strengthens rear shoulders and improves posture.,"1. Sit on a bench holding dumbbells and hinge forward at the hips with a neutral spine.
2. Raise arms out to the sides with a slight elbow bend, squeezing shoulder blades.
3. Lower the dumbbells slowly back to the starting position.",Keep back straight and avoid swinging the weights.,4.5,"Recent Shoulder Surgery, Severe Shoulder Arthritis (flare-up)",Main workout
Standing Knee Drive,10096,2a392b48-2812-f111-90e2-0ee5bce07997,https://nouriqaicontent.blob.core.windows.net/exercise-videos/Standing_Knee_Drive/Standing_Knee_Drive.mp4?se=2036-02-23T08%3A59%3A24Z&sp=r&sv=2026-02-06&sr=b&sig=8wPKUMVGFFhG8h%2B7aAE6UxOdh31GlTWOcQTFiUcU1wM%3D,Standing Knee Drive: Improve hip power and coordination—tap to begin.,Standing Knee Drive,All Ages,All,Cardio,Lower,Bodyweight,Beginner,"Acute Knee Pain / Knee Injury, Hip Pain (moderate–severe), Ankle Instability (acute)",8,10–15 per side,5–7,30–60 sec,Enhances hip flexor strength and balance.,"1. Stand tall with feet hip-width apart and core engaged.
2. Drive one knee toward chest while balancing on the opposite leg.
3. Lower with control and alternate sides rhythmically.",Engage core and avoid leaning backward.,4.5,"Severe Balance Disorders, Uncontrolled Cardiac Conditions",
Inner Range Quad,10097,2b392b48-2812-f111-90e2-0ee5bce07997,https://nouriqaicontent.blob.core.windows.net/exercise-videos/Inner_Range_Quad/Inner_Range_Quad.mp4?se=2036-02-23T08%3A59%3A25Z&sp=r&sv=2026-02-06&sr=b&sig=/9iPc8iLNojEiDbFXcaWljgRgiKOLyGAmMW%2B7b3dA8s%3D,Inner Range Quad: Strengthen quadriceps in terminal knee range—tap to begin.,Inner Range Quad,All Ages,All,Strength,Lower,Bodyweight,Beginner,"Acute Knee Pain (severe), Acute Patellar Tendon Injury",2,12–15 per side,3-5,30–45 sec,Activates and strengthens inner quadriceps for knee stability.,"1. Lie on your back with a rolled towel under one knee.
2. Straighten the knee by lifting the foot until the leg is fully extended.
3. Lower slowly back to the starting position.",Keep knee aligned and move in a controlled range.,2.5,"Recent Knee Surgery (early phase), Acute Ligament Tear",Main workout
Elbow Circles,10098,2c392b48-2812-f111-90e2-0ee5bce07997,https://nouriqaicontent.blob.core.windows.net/exercise-videos/Elbow_Circles/Elbow_Circles.mp4?se=2036-02-23T08%3A59%3A31Z&sp=r&sv=2026-02-06&sr=b&sig=sp8xc7hoB8NpI7tF8KYdmJbBaKV8u5ehkV4DUPC7qrg%3D,Elbow Circles: Improve elbow joint mobility and control—tap to begin.,Elbow Circles,All Ages,All,Mobility,Upper,Bodyweight,All,"Acute Elbow Pain, Acute Shoulder Impingement",1-2,10–15 circles each direction,2–3,30 sec,Improves shoulder mobility and joint lubrication.,"1. Stand tall with hands placed lightly on your shoulders.
2. Move elbows in slow circular motions forward.
3. Reverse direction and repeat with control.",Keep movements slow and pain-free.,2.3,"Recent Elbow Surgery, Severe Shoulder Arthritis (flare-up)",Warm up
Tibialis Raises Wall Lean,10099,d621dc4f-2812-f111-90e2-0ee5bce07997,https://nouriqaicontent.blob.core.windows.net/exercise-videos/Tibialis_Raises_Wall_Lean/Tibialis_Raises_Wall_Lean.mp4?se=2036-02-23T08%3A59%3A37Z&sp=r&sv=2026-02-06&sr=b&sig=Ahof7G/2gPbOCbrwbqTgcrsHeCeNuMO/9iO5ON5f7H0%3D,Tibialis Raises Wall Lean: Strengthen shin muscles and ankle control—tap to begin.,Tibialis Raises Wall Lean,All Ages,All,Strength,Lower,Bodyweight,"Beginner,Intermediate","Acute Ankle Pain, Severe Shin Splints",2,12-15,4-6,30–45 sec,Strengthens shin muscles and supports ankle stability.,"1. Stand with your back against a wall and feet slightly forward.
2. Lift your toes toward your shins while keeping heels on the ground.
3. Lower the toes slowly back to the starting position.",Keep heels grounded and lift toes with control.,3,"Recent Ankle Surgery, Acute Stress Fracture in the Lower Leg",Main workout
Wall Push-Ups,10100,d721dc4f-2812-f111-90e2-0ee5bce07997,https://nouriqaicontent.blob.core.windows.net/exercise-videos/Wall_Push-Ups/Wall_Push-Ups.mp4?se=2036-02-23T08%3A59%3A45Z&sp=r&sv=2026-02-06&sr=b&sig=8xQENWD%2BJVMeB3wcCtm/Ic/UHorNbr3Y8iAcCtF6Ywk%3D,Wall Push-Ups: Build chest and arm strength with wall support—tap to begin.,Wall Push-Ups,All Ages,All,Strength,Upper,Bodyweight,Beginner,"Acute Shoulder Pain, Acute Wrist Pain",2,8–12,4-5,45–60 sec,Builds upper-body strength with low joint stress.,"1. Stand facing a wall with hands placed on the wall at shoulder height and shoulder-width apart.
2. Bend your elbows and lean your chest toward the wall while keeping your body in a straight line.
3. Push through your hands to straighten the arms and return to the starting position.",Keep body straight and avoid sagging hips.,3,"Recent Shoulder Surgery, Severe Shoulder Arthritis (flare-up)",Main workout
Table Slide Flexion,10101,d821dc4f-2812-f111-90e2-0ee5bce07997,https://nouriqaicontent.blob.core.windows.net/exercise-videos/Table_Slide_Flexion/Table_Slide_Flexion.mp4?se=2036-02-23T08%3A59%3A45Z&sp=r&sv=2026-02-06&sr=b&sig=zRDgYNt2i6wzZZADnnZ1lDNdRAv4YaHTeLhBS8grW9U%3D,Table Slide Flexion: Improve shoulder flexion mobility safely—tap to begin.,Table Slide Flexion,All Ages,All,Mobility,Upper,Bodyweight,Beginner,"Acute Shoulder Pain, Acute Shoulder Impingement",2,8–12,2-3,30 sec,Improves shoulder flexion range of motion and joint mobility,"1. Sit facing a table with your hands resting on the surface and elbows slightly bent.
2. Slide your hands forward along the table while lowering your chest toward the floor.
3. Return slowly to the starting position with control.",Slide gently without forcing into pain.,2.2,"Recent Shoulder Surgery, Acute Rotator Cuff Tear",Main workout
World's Greatest Stretch,10102,0a4e3e59-2812-f111-90e2-0ee5bce07997,https://nouriqaicontent.blob.core.windows.net/exercise-videos/World%27s_Greatest_Stretch/World%27s_Greatest_Stretch.mp4?se=2036-02-23T08%3A59%3A53Z&sp=r&sv=2026-02-06&sr=b&sig=Vs26IL6US/2QM/A833WPiJAMyChnep9yZsUZ7yjSIwU%3D,"World's Greatest Stretch: Mobilize hips, hamstrings, and thoracic spine—tap to begin.",World's Greatest Stretch,All Ages,All,Mobility,Full,Bodyweight,"Intermediate, Advance","Acute Knee Pain, Acute Hip Pain",2,6–8 per side,3-4,30–45 sec,Enhances full-body mobility and hip flexibility.,"1. Step one foot forward into a deep lunge with both hands on the floor inside the front foot.
2. Rotate your torso and reach one arm upward toward the ceiling.
3. Return the hand to the floor, step back, and repeat on the other side.",Move slowly and keep front knee aligned.,3,"Recent Hip Surgery, Severe Balance Disorders",Cooldown
Lateral Toe Taps,10103,dabb2081-2812-f111-90e2-0ee5bce07997,https://nouriqaicontent.blob.core.windows.net/exercise-videos/Lateral_Toe_Taps/Lateral_Toe_Taps.mp4?se=2036-02-23T09%3A01%3A00Z&sp=r&sv=2026-02-06&sr=b&sig=wOuuzSldQwvv3x1Bw15%2BJ7P7qHnBHsUutxc7l3F2mGk%3D,Lateral Toe Taps: Improve lateral footwork coordination—tap to begin.,Lateral Toe Taps,All Ages,All,Balance & Stability,Lower,Bodyweight,All,"Acute Knee Pain, Ankle Instability (acute)",2,12–15 alternating taps,4-6,30–45 sec,Boosts coordination and lateral hip activation.,"1. Stand tall with feet hip-width apart and hands on hips or by your sides.
2. Tap one foot out to the side while keeping most of your weight on the standing leg.
3. Bring the foot back to center and alternate sides in a steady rhythm",Stay light on feet and keep core engaged.,3.5,"Severe Balance Disorders, Recent Ankle Surgery",Main workout
Heel Digs,10104,dbbb2081-2812-f111-90e2-0ee5bce07997,https://nouriqaicontent.blob.core.windows.net/exercise-videos/Heel_Digs/Heel_Digs.mp4?se=2036-02-23T09%3A01%3A07Z&sp=r&sv=2026-02-06&sr=b&sig=qg07lQ%2BEl4lZxuA7LK7lRg/M5rXB2hXxIlSbgwmPcVw%3D,Heel Digs: Activate hamstrings with rhythmic stepping—tap to begin.,Heel Digs,All Ages,All,Cardio,Lower,Bodyweight,Beginner,"Acute Hamstring Strain, Acute Knee Pain",2,20–30 alternating digs,4-5,30–45 sec,Activates hamstrings and improves lower-body coordination.,"1. Stand tall with feet hip-width apart and arms relaxed by your sides.
2. Extend one heel forward and lightly tap it on the floor while keeping the toe lifted.
3. Return to the starting position and alternate sides rhythmically.",Keep chest upright and land softly on heel.,3,"Severe Balance Disorders, Recent Hamstring Surgery","Warm up, Main workout"
Plank Saw,10105,d37aab87-2812-f111-90e2-0ee5bce07997,https://nouriqaicontent.blob.core.windows.net/exercise-videos/Plank_Saw/Plank_Saw.mp4?se=2036-02-23T09%3A01%3A11Z&sp=r&sv=2026-02-06&sr=b&sig=AkYwbpp/6Nuth/qMhP3TpOsSdnaztbRKBsaJNIsc%2BSU%3D,Plank Saw: Increase core tension with forward-back plank shifts—tap to begin.,Plank Saw,All Ages,All,Strength,Core,Bodyweight,"Intermediate, Advance","Acute Shoulder Pain, Acute Low Back Pain",2-3,10–15 controlled slides,6–7,45–60 sec,Strengthens core stability and shoulder endurance.,"1. Start in a forearm plank position with body in a straight line.
2. Slowly shift your body forward and backward while maintaining a strong plank.
3. Continue the controlled rocking motion without letting the hips drop.",Maintain neutral spine and avoid hip sag.,4.5,"Recent Abdominal Surgery, Severe Shoulder Arthritis",Main workout
Dumbbell Front Raise,10106,d47aab87-2812-f111-90e2-0ee5bce07997,https://nouriqaicontent.blob.core.windows.net/exercise-videos/Dumbbell_Front_Raise/Dumbbell_Front_Raise.mp4?se=2036-02-23T09%3A01%3A18Z&sp=r&sv=2026-02-06&sr=b&sig=Zq0p0YwgHccihDfhowXp6SOVjwfA8V2718x3Js4uA3Y%3D,Dumbbell Front Raise: Strengthen anterior delts with controlled lift—tap to begin.,Dumbbell Front Raise,All Ages,All,Strength,Upper,Dumbbell,All,"Acute Shoulder Pain, Shoulder Impingement",2–3,10–12,5–7,45–60 sec,Strengthens front shoulders and improves arm control.,"1. Stand tall holding a dumbbell in each hand with arms resting in front of your thighs.
2. Raise the dumbbells forward to shoulder height with a slight bend in the elbows.
3. Lower the weights slowly back to the starting position with control.",Lift to shoulder height without arching back.,4,"Recent Shoulder Surgery, Severe Shoulder Arthritis (flare-up)",Main workout
Lying Toe Taps,10107,d57aab87-2812-f111-90e2-0ee5bce07997,https://nouriqaicontent.blob.core.windows.net/exercise-videos/Lying_Toe_Taps/Lying_Toe_Taps.mp4?se=2036-02-23T09%3A01%3A20Z&sp=r&sv=2026-02-06&sr=b&sig=K0I/sN3Y/UHYJqOFv%2BRhNhanOaP7eNwFOscG3xZzePs%3D,Lying Toe Taps: Strengthen lower abdominals with controlled leg taps—tap to begin.,Lying Toe Taps,All Ages,All,Strength,Core,Bodyweight,Beginner,"Acute Low Back Pain, Hip Flexor Strain",2–3,10–15 alternating taps,4–5,30–45 sec,Builds lower abdominal strength and pelvic control.,"1. Lie on your back with hips and knees bent at 90 degrees and arms by your sides.
2. Lower one foot to lightly tap the floor while keeping the core engaged.
3. Return to the starting position and alternate legs with control.",Keep lower back pressed into the floor.,3,"Recent Abdominal Surgery, Lumbar Disc Herniation (acute phase)",Main workout
Quadruped Rocking,10108,6380029b-2812-f111-90e2-0ee5bce07997,https://nouriqaicontent.blob.core.windows.net/exercise-videos/Quadruped_Rocking/Quadruped_Rocking.mp4?se=2036-02-23T09%3A01%3A43Z&sp=r&sv=2026-02-06&sr=b&sig=sltuwPtYaNArhK2s3LFF5F0wBQYeB7ty02YJNWw/6Lo%3D,Quadruped Rocking: Improve hip mobility in a supported position—tap to begin.,Quadruped Rocking,All Ages,All,Mobility,Full,Bodyweight,Beginner,"Acute Wrist Pain, Acute Knee Pain",2,8–12,2–3,30–45 sec,Improves hip mobility and core coordination.,"1. Start on all fours with hands under shoulders and knees under hips.
2. Slowly rock your hips backward toward your heels while keeping arms extended.
3. Return to the starting position with control and repeat.",Keep spine neutral and move within comfort.,2.3,"Recent Knee Surgery, Acute Lumbar Disc Herniation",Main workout
Standing Punch Across Boxing Stance,10109,6480029b-2812-f111-90e2-0ee5bce07997,https://nouriqaicontent.blob.core.windows.net/exercise-videos/Standing_Punch_Across_Boxing_Stance/Standing_Punch_Across_Boxing_Stance.mp4?se=2036-02-23T09%3A01%3A46Z&sp=r&sv=2026-02-06&sr=b&sig=m4V2fldhACPMVIjDnIJohqaeSW9GaBWxNaYSKgBq5II%3D,Standing Punch Across Boxing Stance: Train rotational power and core control—tap to begin.,Standing Punch Across Boxing Stance,All Ages,All,Cardio,Full,Bodyweight,Beginner,"Acute Shoulder Pain, Acute Elbow Pain",2–3,20–30 punches alternating,5–7,30–45 sec,Enhances core rotation and upper-body endurance.,"1. Stand in a staggered boxing stance with knees slightly bent and hands up near your chin.
2. Rotate your torso and extend one arm across your body in a controlled punching motion.
3. Retract the arm and alternate punches while maintaining your stance.","Rotate through torso, not just the arms.",4.5,"Recent Shoulder Surgery, Severe Balance Disorders","Warm up, Main workout"
Scaption Thumbs Up,10110,6580029b-2812-f111-90e2-0ee5bce07997,https://nouriqaicontent.blob.core.windows.net/exercise-videos/Scaption_Thumbs_Up/Scaption_Thumbs_Up.mp4?se=2036-02-23T09%3A01%3A47Z&sp=r&sv=2026-02-06&sr=b&sig=yvBJobixbpeGK9qacMSTcT1AHzYCOnvqn6i44MV8IAo%3D,Scaption Thumbs Up: Strengthen shoulders in a safe lifting plane—tap to begin.,Scaption Thumbs Up,All Ages,All,Strength,Upper,Bodyweight,Beginner,"Acute Shoulder Pain, Acute Shoulder Impingement",2,10–12,3–5,30–45 sec,Strengthens shoulder stabilizers and supports joint health.,"1. Stand tall with arms at your sides and thumbs pointing upward.
2. Raise your arms diagonally forward at about a 30–45° angle from your body.
3. Lower the arms slowly back to the starting position with control.",Raise arms at 45° with thumbs pointing up.,3,"Recent Shoulder Surgery, Acute Rotator Cuff Tear","Warm up, Main workout"
Standing Torso Rotation,10111,6680029b-2812-f111-90e2-0ee5bce07997,https://nouriqaicontent.blob.core.windows.net/exercise-videos/Standing_Torso_Rotation/Standing_Torso_Rotation.mp4?se=2036-02-23T09%3A01%3A52Z&sp=r&sv=2026-02-06&sr=b&sig=vFLjtHI1ASJbmRu6mM/R3WN5Cygslnw2aeyjlIGU8Os%3D,Standing Torso Rotation: Improve controlled trunk rotation—tap to begin.,Standing Torso Rotation,All Ages,All,Mobility,Core,Bodyweight,Beginner,"Acute Low Back Pain, Acute Hip Pain",1-2,10–12 rotations each side,2–3,30–45 sec,Improves spinal mobility and core activation.,"1. Stand tall with feet hip-width apart and arms extended in front of you.
2. Rotate your torso gently to one side while keeping hips facing forward.
3. Return to center and rotate to the opposite side with control.",Rotate gently without twisting knees.,2.5,"Recent Spinal Surgery, Acute Lumbar Disc Herniation",Warm up
Wall Sit,10112,94b121a5-2812-f111-90e2-0ee5bce07997,https://nouriqaicontent.blob.core.windows.net/exercise-videos/Wall_Sit/Wall_Sit.mp4?se=2036-02-23T09%3A02%3A00Z&sp=r&sv=2026-02-06&sr=b&sig=%2B0QfiPQjCq9%2BL5xZHCEtFGF%2BXyrNGSMHSPxH/lHIUIw%3D,Wall Sit: Build quadriceps endurance with a static hold—tap to begin.,Wall Sit,All Ages,All,Strength,Lower,Bodyweight,Beginner,"Acute Knee Pain, Acute Hip Pain",2-3,20–40 sec hold,5–7,45–60 sec,Builds isometric strength in quads and glutes.,"1. Stand with your back against a wall and feet about shoulder-width apart.
2. Slide down the wall until your knees are bent roughly 90 degrees.
3. Hold the position while keeping your back flat against the wall.",Keep knees at 90° and back flat against wall.,4,"Recent Knee Surgery, Severe Knee Osteoarthritis flare-up",Main workout
Reverse Plank Tabletop,10113,5304bbd4-2812-f111-90e2-0ee5bce07997,https://nouriqaicontent.blob.core.windows.net/exercise-videos/Reverse_Plank_Tabletop/Reverse_Plank_Tabletop.mp4?se=2036-02-23T09%3A03%3A20Z&sp=r&sv=2026-02-06&sr=b&sig=FtQAyKjQOAw%2B9t14AVbTUKsdYrsd3HeCou4bDvFCfTc%3D,Reverse Plank Tabletop: Strengthen posterior chain and shoulder stability—tap to begin.,Reverse Plank Tabletop,All Ages,All,Strength,Core,Bodyweight,"Intermediate, Advance","Acute Wrist Pain, Acute Shoulder Pain",2-3,15–30 sec hold,5–7,45–60 sec,Strengthens posterior chain and opens chest.,"1. Sit with knees bent, feet flat, and hands placed behind you on the floor.
2. Press through your hands and feet to lift your hips until the torso forms a tabletop position.
3. Hold briefly while keeping shoulders open and hips lifted.",Keep hips lifted and shoulders away from ears.,4,"Recent Shoulder Surgery, Severe Wrist Arthritis",Main workout
Seated Hamstring Stretch,10114,5404bbd4-2812-f111-90e2-0ee5bce07997,https://nouriqaicontent.blob.core.windows.net/exercise-videos/Seated_Hamstring_Stretch/Seated_Hamstring_Stretch.mp4?se=2036-02-23T09%3A03%3A20Z&sp=r&sv=2026-02-06&sr=b&sig=nLQO7O53dmDZZfoXf1ghml5jTx5KzUeEZxXykhL/yoQ%3D,Seated Hamstring Stretch: Improve back-of-thigh flexibility—tap to begin.,Seated Hamstring Stretch,All Ages,All,Flexibility / Stretching,Lower,Bodyweight,Beginner,"Acute Hamstring Strain, Acute Low Back Pain",1-2,20–30 sec hold per side,2–3,30 sec,Improves hamstring flexibility and reduces stiffness.,"1. Sit on the floor with one leg extended and the other foot placed near the inner thigh.
2. Lean forward from the hips toward the extended leg while keeping the back straight.
3. Hold the stretch gently and breathe steadily before switching sides.",Hinge at hips and avoid rounding back.,2,"Recent Hamstring Surgery, Acute Lumbar Disc Herniation",Cooldown
Dumbbell Bent Over Row,10115,5504bbd4-2812-f111-90e2-0ee5bce07997,https://nouriqaicontent.blob.core.windows.net/exercise-videos/Dumbbell_Bent_Over_Row/Dumbbell_Bent_Over_Row.mp4?se=2036-02-23T09%3A03%3A24Z&sp=r&sv=2026-02-06&sr=b&sig=IiwrRKXutqAXoatZxjGMaxXP2P0%2BcmQuz91rhouDbUc%3D,Dumbbell Bent Over Row: Build mid-back pulling strength—tap to begin.,Dumbbell Bent Over Row,All Ages,All,Strength,Upper,Dumbbell,"Intermediate, Advance","Acute Low Back Pain, Acute Shoulder Pain",2–3,8–12,2–3,60–90 sec,Strengthens back muscles and improves posture.,"1. Hinge forward at the hips with a neutral spine while holding dumbbells in both hands.
2. Pull the weights toward your torso by driving elbows back.
3. Lower the dumbbells slowly to the starting position with control.",Keep spine neutral and pull elbows toward hips.,5,"Recent Spinal Surgery, Severe Shoulder Injury",Main workout
Reverse Fly Bodyweight,10116,5604bbd4-2812-f111-90e2-0ee5bce07997,https://nouriqaicontent.blob.core.windows.net/exercise-videos/Reverse_Fly_Bodyweight/Reverse_Fly_Bodyweight.mp4?se=2036-02-23T09%3A03%3A25Z&sp=r&sv=2026-02-06&sr=b&sig=uOdeK6orAShjoKyoSb91qb%2BAvT/zx/U0Sd37jTAiIhc%3D,Reverse Fly Bodyweight: Strengthen rear shoulders without equipment—tap to begin.,Reverse Fly Bodyweight,All Ages,All,Strength,Upper,Bodyweight,Beginner,"Acute Shoulder Impingement, Acute Upper Back Pain",2–3,12-15,3–5,30–45 sec,Activates rear shoulders and upper back without load.,"1. Stand tall and hinge slightly forward at the hips with arms extended in front.
2. Open your arms out to the sides by squeezing your shoulder blades together.
3. Return arms slowly to the starting position with control.",Squeeze shoulder blades without shrugging.,3,"Recent Shoulder Surgery, Severe Shoulder Arthritis (flare-up)",Main workout
Squat with Calf Raise,10117,5704bbd4-2812-f111-90e2-0ee5bce07997,https://nouriqaicontent.blob.core.windows.net/exercise-videos/Squat_with_Calf_Raise/Squat_with_Calf_Raise.mp4?se=2036-02-23T09%3A03%3A29Z&sp=r&sv=2026-02-06&sr=b&sig=GSbvhK5KxHUnFze9DAJ7Sd0uBdINiQPE5hyYh6UNSBQ%3D,Squat with Calf Raise: Combine lower-body strength with ankle power—tap to begin.,Squat with Calf Raise,All Ages,All,Strength,Lower,Bodyweight,"Intermediate, Advance","Acute Knee Pain, Ankle Pain (acute)",2–3,12-15,6–8,45–60 sec,Builds lower-body strength and ankle power.,"1. Stand with feet shoulder-width apart and perform a squat by bending hips and knees.
2. Rise back to standing and lift your heels to perform a calf raise.
3. Lower heels and repeat the movement with control.",Keep balance centered and rise onto toes slowly.,5.5,"Recent Knee or Ankle Surgery, Severe Balance Disorders",Main workout
Step Touch with Reach,10118,ba8082e0-2812-f111-90e2-0ee5bce07997,https://nouriqaicontent.blob.core.windows.net/exercise-videos/Step_Touch_with_Reach/Step_Touch_with_Reach.mp4?se=2036-02-23T09%3A03%3A40Z&sp=r&sv=2026-02-06&sr=b&sig=FuEsR7gfyzuyu%2BYlyNa%2BUziJZBXcL5YQvZ8XuUk7FP0%3D,Step Touch with Reach: Improve coordination with upper-body reach—tap to begin.,Step Touch with Reach,All Ages,All,Cardio,Full,Bodyweight,Beginner,"Acute Knee Pain, Shoulder Pain (acute)",2–3,20–30 alternating steps,4–6,30–45 sec,Improves coordination and full-body mobility.,"1. Stand tall and step one foot to the side while reaching both arms overhead.
2. Bring the other foot to meet it while lowering the arms.
3. Repeat side-to-side in a rhythmic motion.",Move rhythmically and avoid locking knees.,3.5,"Severe Balance Disorders, Recent Shoulder Surgery","Warm up, Main workout"
Step-up,,,,,,,,,,,,,,,,,,,,,,
,,,,Step-Up: Build single-leg strength and improve knee stability—tap to begin.,,,,,,,,,,,,,Strengthens glutes and quads while improving balance and functional lower-body strength.,,Place full foot on the step and drive through the heel without pushing off the back leg.,,,
,,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,,
